"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM
SUBDIRECCIÓN DE HIDROLOGÍA
GRUPO LABORATORIO DE CALIDAD AMBIENTAL 
DATOS CALIDAD DEL AGUA RED DE REFERENCIA NACIONAL DE CALIDAD DEL AGUA Y CONVENIOS. PERIODO 2005 - 2024
";;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;2/04/2005;CONDUCTIVIDAD ELECTRICA;130;µS/cm;Ideam;11456
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;25/08/2005;CONDUCTIVIDAD ELECTRICA;230;µS/cm;Ideam;12100
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;1/07/2006;CONDUCTIVIDAD ELECTRICA;78,7;µS/cm;Ideam;13604
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;15/12/2006;CONDUCTIVIDAD ELECTRICA;87,9;µS/cm;Ideam;14242
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;15/03/2007;CONDUCTIVIDAD ELECTRICA;98,6;µS/cm;Ideam;14676
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;25/06/2007;CONDUCTIVIDAD ELECTRICA;73,9;µS/cm;Ideam;15094
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;30/10/2007;CONDUCTIVIDAD ELECTRICA;104;µS/cm;Ideam;15599
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;13/12/2007;CONDUCTIVIDAD ELECTRICA;120;µS/cm;Ideam;15739
RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610];5,32825;-73,69972222;2590;LENGUAZAQUE;Sogamoso;2401;Río Suárez;CUNDINAMARCA;LENGUAZAQUE;22/04/2008;CONDUCTIVIDAD ELECTRICA;114;µS/cm;Ideam;16189
